0
39
147
63
18
25
1
8
4
-1
98
18

900 0 0 0 0 0 9900 0
1507 0 0 0 0 0 9900 0
1050 0 0 0 0 0 9750 0
1208 0 0 0 0 0 10650 0
1350 0 0 0 0 0 9600 0
1808 0 0 0 0 0 213 0
1800 0 0 0 0 0 213 0
100 29 20 0 0 0 358 0
1959 2 0 20 40 0 10853 9600
2110 23 0 0 0 0 450 0
2111 43 0 0 0 0 600 0
1962 62 26 0 0 0 750 0
1962 62 21 60 80 0 10864 0
162 82 40 0 0 0 8164 0
163 82 40 0 0 0 8164 0
100 44 562 140 20 0 958 11850
100 148 16 47 0 0 1113 0
1514 148 562 560 140 0 1255 9073
0 0 160 280 100 0 11908 9300
25 64 0 0 0 0 1350 0
25 64 0 0 0 0 1500 0
3015 102 0 0 0 0 1650 0
3016 122 0 0 0 0 1800 0
40 104 0 0 0 0 1950 0
33 168 189 0 0 0 2100 0
100 282 189 180 0 0 2308 0
3467 282 0 0 0 0 2400 0
2567 282 209 200 0 0 2608 0
3469 104 208 229 320 0 2788 8023
0 220 0 0 0 0 12080 8773
0 400 280 340 0 0 11912 0
100 333 0 0 0 0 11550 0
100 184 333 0 0 0 2938 9450
100 204 333 0 0 0 2938 9450
100 15 333 0 0 0 2938 9450
2723 24 321 0 0 0 2938 9450
2723 164 321 320 0 0 3088 8323
0 340 480 260 180 260 8012 9373
0 0 240 0 0 0 11908 0
25 222 144 0 0 0 3150 0
25 222 144 0 0 0 3300 0
25 222 144 0 0 0 3450 0
15 182 225 347 0 0 3600 0
3926 213 0 0 0 0 3750 0
3926 185 423 443 0 0 3900 0
3926 182 592 0 0 0 4050 0
3926 182 443 423 583 460 4258 0
4380 468 0 0 0 0 4430 12073
0 440 580 200 460 0 8305 8010
4350 468 0 0 0 0 4588 4713
100 468 185 460 0 0 9000 0
3926 0 0 0 0 0 4800 0
3032 663 344 0 0 0 4950 0
3032 182 503 180 140 0 5162 12073
0 580 300 0 0 0 12062 0
3032 49 182 0 0 0 5250 0
3032 328 182 0 0 0 5400 0
3032 48 182 0 0 0 5550 0
3033 222 109 0 0 0 5700 0
4533 222 109 100 0 0 5908 0
3033 222 108 0 0 0 6000 0
4984 222 108 623 0 0 6230 12073
0 220 180 620 180 0 9362 0
4 164 0 0 0 0 6363 0
3035 242 164 0 0 0 6538 6673
0 40 240 360 560 300 8762 9300
2 48 367 0 0 0 6600 0
187 262 40 180 340 340 11162 8164
100 184 128 0 0 0 6838 9450
2119 302 0 0 0 0 6900 0
2117 282 0 0 0 0 7050 0
3017 282 0 0 0 0 7200 0
50 184 0 0 0 0 7350 0
100 184 222 0 0 0 7588 13273
0 300 280 520 280 220 9362 8250
100 204 68 89 0 0 7738 12073
0 220 140 80 0 0 12062 8700
100 204 288 374 0 0 15380 12073
0 360 260 180 320 0 8012 8700
100 473 224 0 0 0 15538 0
100 16 224 0 0 0 1138 9450
5138 224 161 380 160 0 15672 0
100 473 244 0 0 0 15750 0
3039 402 0 0 0 0 15900 0
5289 462 400 0 0 0 16138 8323
0 460 420 440 320 280 8302 9358
190 462 0 0 0 0 16288 9450
100 204 473 0 0 0 16288 9450
2141 502 0 0 0 0 16350 0
2142 481 0 0 0 0 16500 0
5550 481 269 264 260 0 16738 8773
0 500 460 240 0 0 8012 0
100 284 302 46 0 0 16888 9450
100 284 302 129 120 1000 17008 13279
100 128 0 0 0 0 11550 0
100 128 816 915 0 0 17188 9450
3469 128 41 0 0 0 17338 9450
5893 541 128 540 800 0 17455 11850
100 128 616 715 0 0 17638 17323
0 0 0 0 0 0 13263 0
6045 128 716 815 600 0 17779 0
100 128 416 515 0 0 4738 9450
5550 128 516 615 300 340 17912 12073
0 520 120 0 0 0 12055 9073
0 0 560 40 0 0 11912 0
5893 541 129 0 0 0 3750 0
100 15 304 562 60 0 18079 0
4988 381 562 380 0 0 18205 11550
2564 69 59 0 0 0 18388 11923
0 60 560 540 0 0 8772 0
2564 562 56 0 0 0 18450 0
3014 562 0 0 0 0 18600 0
6164 562 0 0 0 0 18750 0
3464 562 0 0 0 0 2400 0
100 324 442 449 440 0 18958 0
2146 601 69 0 0 0 19050 0
2146 601 634 620 600 0 19275 0
2146 601 0 0 0 0 19350 0
2134 621 0 0 0 0 19500 0
100 344 349 340 0 0 19738 8700
5297 642 706 53 40 700 19855 7800
6769 663 302 300 720 0 20005 8023
0 740 760 0 0 0 8303 0
4998 663 302 300 720 0 20005 8023
0 740 760 0 0 0 8303 0
3497 701 642 640 280 0 20155 8323
0 740 660 680 0 0 8003 7950
3497 642 36 0 0 0 20250 0
3497 642 369 420 360 0 20479 8700
5898 663 344 0 0 0 20638 13273
0 360 0 0 0 0 10560 9150
100 368 36 0 0 0 20777 0
100 368 35 0 0 0 20638 13273
0 360 0 0 0 0 10560 9150
2151 344 0 0 0 0 20850 0
2148 344 0 0 0 0 20850 0
3035 364 0 0 0 0 21000 0
6952 364 0 0 0 0 21213 0
6150 282 0 0 0 0 21300 0
6150 302 0 0 0 0 21300 0
6150 242 0 0 0 0 21300 0
6150 0 0 0 0 0 21450 0
7050 0 0 0 0 0 21600 0
7200 0 0 0 0 0 21750 0
7500 0 0 0 0 0 21900 0
5550 0 0 0 0 0 22050 0
2100 0 0 0 0 0 22285 0
7853 780 0 0 0 0 11100 0

"AUT" "ANY"
"GO" "NORT"
"*ENTE" "SOUT"
"*FOLL" "EAST"
"*RUN" "WEST"
"*WALK" "UP"
"INVE" "DOWN"
"SCOR" "INVE"
"SAVE" "GAME"
"LOOK" "WARD"
"TAKE" "ROBE"
"*GET" "DAGG"
"QUIT" "DOOR"
"OPEN" "OUT"
"EXAM" "OPHE"
"*READ" "BERN"
"*X" "FRAN"
"YELL" "QUEE"
"LEAV" "*GERT"
"*DROP" "CLAU"
"TALK" "*RAT"
"*ASK" "*ARRA"
"*HELL" "*MAN"
"KILL" "POLO"
"*STAB" "*GUTS"
"*LUNG" "*CORP"
"WRIT" "WILL"
"*BEQU" "*TEST"
"*TELL" "*INST"
"TO" "*DENM"
"CHEE" "FORT"
"*APPL" "*NORW"
"*CLAP" "HORA"
"GIVE" "PLAY"
"BUY" "SCRI"
"TRIC" "GHOS"
"*FOOL" "*KING"
"MONO" "STAI"
"*SOLI" "FLOW"
"DRIN" "SAIL"
"CLEN" "SHIP"
"KISS" "GRAV"
"*LOVE" "SKUL"
"*FUCK" "WATE"
"*SCRE" "*BOTT"
"POIS" "FIST"
"ADMI" "BOOK"
"MACB" "LAER"
"SLEE" "GOBL"
"*DREA" "*CUP"
"HELP" "*POIS"
"*HINT" "FOIL"
"BEAR" "FAIL"
"" "HAML"
"" "MONE"
"" "INKP"
"" "*PAD"
"" "CAPE"
"" "PEN"
"" "PAPE"
"" "SEAL"
"" "RING"
"" "CROW"
"" "XYZC"

0 0 0 0 0 0 ""
0 0 0 0 0 0 "*My princely bedroom"
7 1 0 4 0 0 "Hallway"
0 0 0 8 0 7 "Watchtower"
0 0 2 5 0 0 "Royal Bedroom"
0 0 4 0 0 0 "*My auntmother Gertrude's closet"
0 0 7 16 0 0 "Treasury"
10 2 9 6 3 0 "Grand Room"
0 0 3 0 0 0 "Platform overlooking Elsinore Village"
0 14 0 7 0 0 "Throne Room"
11 7 0 0 0 0 "Castle Gates"
15 10 13 12 0 0 "*Elsinore village. Famous FLOWER SHOPS"
0 0 11 0 0 0 "Docks"
0 0 0 11 0 0 "Cemetery"
9 0 0 0 0 0 "Chapel complete with font"
0 11 0 0 0 0 "Polonius Manor"
0 0 6 0 0 0 "Library"
0 0 0 0 0 0 "Tourney Room"
0 0 0 0 0 0 "Purgatory, be JUDGED by your FATHER!"

""
"Drink deep ere you depart!"
"Welcome to GHOST KING S.A.L.A.D. #1
Scott Adams Literary Adventure Diversions
This should have been 1980's hottest game

I am PRINCE HAMLET
My father is DEAD, KILLED by my unclefather
What are we going to DO about it?
"
"It's DEPRESSING"
"PLENTY sharp"
"Too sad, need protection"
"UH OH Ophelia tracked me down again
Looks VERY upset now
'I was the more deceived!'"
"Ophelia THROWS herself at my feet!
I TRIP and break my NECK!"
"*GET THEE TO A NUNNERY!* I shout
she SHRIEKS back 'I was the more deceived! O woe is me!'
and runs away"
"Stand HO! Who's THERE?"
"Have you had QUIET guard"
"When I'm upset I CLENCH FIST to calm down"
"How are you, beautiful?"
"Mother has a LOT to answer for!"
"I hear WHISPERS in the queens chamber"
"'What wilt thou do? Thou wilt not murder me?!'
Calls HELP"
"Too mean"
"feels so GOOD!
A man behind the arras shouts HELP
It must be that rat CLAUDIUS!
In the incestuous pleasure of his bed!"
"*DEAD FOR A DUCAT!*
Wait NOT CLAUDIUS at all!
I killed Polonius, Ophelia's dad
'What a RASH and BLOODY deed!' Gertrude runs away!
Time to LUG THE GUTS!"
"The guards link me to Polonius' body!
I am EXECUTED!"
"*The body is with the King
but the King is not with the body*
Polonius disappears over the side!
Dropped something
I see a crowd near the cemetery"
"'Anon he finds him striking too short!'"
"'The bold winds SPEECHLESS'"
"'This is too long!'"
"Here sweet lord at your SERVICE"
"No thanks"
"Need a witness"
"My lord I cannot properly witness without my SEAL
I have misplaced it!"
"To whom? (type TO NAME)"
"Horatio is SHOCKED 'Young Fortinbras?!
Of unimproved mettle hot and full?!'
*DENMARK'S A PRISON Fortinbras is WELCOME to it!*
he SEALS the will and solemnly files it
'Take this inkpad, my lord. Twas never mine
and never shall I notarize again!'"
"An unworthy choice! *What an ass am I!*"
"*Break my heart for I must hold my tongue!*
I COLLAPSE into melancholy and NEVER recover"
"A weighty matter for pen paper and willing WITNESS"
"'I am more an antique Roman than a Dane
Here's yet some liquor left' he REACHES for the goblet
*GIVE ME the cup! Let go by heaven I'll have't!*"
"I must to POLONIUS MANOR and seal some legal
business pertaining to their deaths
More in sorrow than in anger!"
"My lord I think I saw him yesternight
a FIGURE like your FATHER!"
"He looks SAD!
'You will lose this wager my lord'
*THE READINESS IS ALL*"
"I fear for Denmark with young Fortinbras of Norway
and his shark'd up list of lawless resolutes
if only I knew your WILL"
"'And PASSION in the GODS.'
They look disappointed"
"They bow and look VERY happy!"
"We accept commissions my lord"
"We can play the MURDER OF GONZAGO!
They exit to the throne room
The play is ABOUT to begin!"
"Too SLIPPERY! I FALL!"
"If thou didst ever thy dear father love--
Revenge his foul and most unnatural murder
Send Claudius to HELL
And bring me the *treasures* of my ENEMIES!"
"A ghostly voice cries SWEAAAAAARRRRR!"
"Wrong WAY!
I feel a blood vessel go *POP*
and collapse in embarrassment!"
"The PRETENDER, my unclefather"
"My mother who married my uncle who killed my FATHER!"
"Good Hamlet cast thy nighted colour OFF"
"Just BEING here makes me SO ANGRY"
"The court assembles to watch
The players act the MURDER of GONZAGO
The evil BROTHER poisons the good KING
Claudius SCREAMS and runs to the chapel
*HA! I did very well note him!*
Servants call LIGHTS and all scatter"
"Rosencrantz & Guildenstern here, WHY?!
'If you delight not in man, what lenten entertainment
the players shall receive from you. They are coming 
to offer you service!' They SLITHER away"
"OSRIC here with a DUEL CHALLENGE!
The king hath wagered with LAERTES
he will not exceed you three hits
It would come to immediate trial!
meet for tourney beneath the throne"
"Rosencrantz & Guildenstern return
'Everything is bent for England
Come away with us, lord!'"
"very pretty DAnish flowers!"
"Rosencrantz & Guildenstern practically
SHOVE me onto the ship!"
"YOHO!"
"I borrow Rosencrantz's pen and
FORGE LETTERS showing he & Guildenstern
are TRAITORS to be marked for death
Sailor takes my FALSE FRIENDS to England without me!"
"Rosencrantz & Guildenstern grab me
and force me aboard the ship. We sail for England
where I learn Claudius conspired to
ARRANGE MY EXECUTION there!"
"What the fair Ophelia?! I loved her!"
"My gorge rises at it"
"*Alas poor Yorick! I knew him Horatio
To what base uses we may return!*

funeral procession comes. BURYS Ophelia
Her brother Laertes YELLS as he leaves
'THE DEVIL TAKE THY SOUL!'"
"*Now might I do it pat!* But I brought NO weapon!
I feel a blood vessel go *POP* and collapse in embarrassment!"
"Claudius KNEELS and PRAYS!
He does not see me, *now might I do it pat!*

UH-OH! Feel a tickle in my throat!"
"I *COUGH* noisily! SPOOKS Claudius!
He crashes into the font where I hide
It falls and CRUSHES me"
"Stabbed him! Feels GOOD!
But I killed him as he prayed
And sent this same villain to Heaven!
Guards arrive to dispatch me, I DIE in eternal SHAME"
"Throat feels better WHEW!
oh no TERRIBLE thought
*This is hire and salary, not revenge!*
HOW can I resist??"
"CAN'T resist anymore!"
"It WORKED! I am more calm now
But he took my father GROSSLY
feel so torn!"
"*Am I then reveng'd when he is FIT
and SEASONED for his passage? No!
UP, sword! Prolong thy sickly days*

Claudius mumbles amen and SKULKS off"
"Ophelia looks VERY happy to see me"
"GOOD idea!
Or maybe not! She's so DEMANDING!"
"She runs off crying! WHEW!
Dropped something"
"Try something softer first"
"Importune me with love"
"I did love her once"
"Messenger brings news that NORWAYS FORTINBRAS marches
on Poland. *Witness this army of such MASS and CHARGE
I see the imminent DEATH of twenty thousand men!*"
"Too distracted now, try later"
"Words words words
Paper I used as a bookmark FALLS out!"
"Wild and WHIRLING words"
